MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1126057007137,17.46,0.09,174.81849,25.73693,54924.21601,0
1126057007137,17.49,0.09,174.81872,25.73702,54924.22086,0
1126057007137,17.50,0.09,174.81860,25.73695,54924.22568,0
1126057007137,17.52,0.09,174.81874,25.73697,54951.31547,0
1126057007137,17.61,0.10,174.81862,25.73694,54951.32343,0
1126057007137,17.52,0.10,174.81875,25.73697,54951.33138,0
1126057007137,17.57,0.10,174.81869,25.73698,54951.33933,0
1126057007137,17.65,0.10,174.81864,25.73703,55184.48034,0
1126057007137,17.65,0.10,174.81847,25.73689,55184.48849,0
1126057007137,17.82,0.10,174.81857,25.73685,55184.49670,0
1126057007137,17.70,0.10,174.81855,25.73694,55184.50501,0
1126057007137,17.46,0.09,174.81859,25.73688,54866.36869,0
1126057007137,17.51,0.09,174.81863,25.73683,54866.37966,0
1126057007137,17.52,0.09,174.81861,25.73699,54866.39058,0
1126057007137,17.55,0.09,174.81870,25.73693,54866.40163,0
1126057007137,17.61,0.10,174.81858,25.73692,54883.35540,0
1126057007137,17.47,0.10,174.81860,25.73682,54883.36176,0
1126057007137,17.44,0.11,174.81850,25.73691,54883.36816,0
1126057007137,17.49,0.09,174.81855,25.73685,54884.29770,0
1126057007137,17.51,0.09,174.81865,25.73693,54884.30323,0
1126057007137,17.54,0.09,174.81855,25.73696,54884.30866,0
1126057007137,17.52,0.09,174.81853,25.73694,54884.31417,0
1126057007137,17.50,0.09,174.81861,25.73696,54833.44423,0
1126057007137,17.51,0.09,174.81869,25.73698,54833.45204,0
1126057007137,17.46,0.09,174.81862,25.73697,54833.45984,0
1126057007137,17.46,0.09,174.81866,25.73691,54833.46772,0
1126057007137,17.50,0.09,174.81858,25.73694,54860.42193,0
1126057007137,17.43,0.09,174.81858,25.73702,54860.42789,0
1126057007137,17.61,0.09,174.81865,25.73690,54860.43389,0
1126057007137,17.51,0.09,174.81868,25.73693,54860.43993,0
1126057007137,17.62,0.10,174.81862,25.73689,55004.18617,0
1126057007137,17.62,0.10,174.81856,25.73677,55004.19353,0
1126057007137,17.63,0.10,174.81849,25.73699,55004.20083,0
1126057007137,17.64,0.10,174.81865,25.73693,55004.20812,0
1126057007137,17.51,0.09,174.81864,25.73697,54893.27893,0
1126057007137,17.53,0.09,174.81864,25.73695,54893.28236,0
1126057007137,17.47,0.09,174.81866,25.73697,54893.28582,0
1126057007137,17.52,0.09,174.81859,25.73695,54893.28925,0
1126057007137,17.55,0.09,174.81849,25.73698,54907.34467,0
1126057007137,17.49,0.09,174.81861,25.73682,54907.34944,0
1126057007137,17.46,0.09,174.81858,25.73695,54907.35425,0
1126057007137,17.62,0.10,174.81860,25.73701,54907.35906,0
1126057007137,17.56,0.10,174.81861,25.73698,54918.18686,0
1126057007137,17.50,0.09,174.81852,25.73692,54918.19175,0
1126057007137,17.48,0.09,174.81871,25.73698,54918.19662,0
1126057007137,17.55,0.09,174.81863,25.73703,54918.20135,0
1126057007137,17.54,0.10,174.81859,25.73690,54969.16957,0
1126057007137,17.57,0.10,174.81862,25.73699,54969.17564,0
1126057007137,17.60,0.10,174.81850,25.73693,54969.18173,0
1126057007137,17.57,0.10,174.81862,25.73694,54969.18780,0
1126057007137,17.67,0.10,174.81857,25.73685,55143.51521,0
1126057007137,17.70,0.10,174.81863,25.73708,55143.51913,0
1126057007137,17.73,0.10,174.81855,25.73689,55143.52327,0
1126057007137,17.81,0.11,174.81865,25.73683,55143.52729,0
1126057007137,17.72,0.12,174.81851,25.73695,55155.50503,0
1126057007137,17.68,0.12,174.81864,25.73690,55155.51054,0
1126057007137,17.60,0.11,174.81868,25.73705,55155.51596,0
1126057007137,17.63,0.11,174.81849,25.73717,55155.52130,0
1126057007137,17.87,0.11,174.81868,25.73695,55296.25629,0
1126057007137,17.69,0.10,174.81857,25.73696,55296.26195,0
1126057007137,17.79,0.10,174.81861,25.73684,55296.26772,0
1126057007137,17.75,0.10,174.81858,25.73688,55296.27345,0
1126057007137,17.72,0.10,174.81858,25.73699,55303.23509,0
1126057007137,17.75,0.10,174.81865,25.73698,55303.24198,0
1126057007137,17.72,0.10,174.81857,25.73693,55303.24883,0
1126057007137,17.78,0.10,174.81856,25.73699,55303.25572,0
1126057007137,17.77,0.10,174.81860,25.73691,55242.32864,0
1126057007137,17.71,0.10,174.81856,25.73690,55242.33567,0
1126057007137,17.73,0.10,174.81860,25.73697,55242.34259,0
1126057007137,17.64,0.10,174.81862,25.73700,55242.34952,0
1126057007137,17.69,0.10,174.81860,25.73700,55211.42559,0
1126057007137,17.62,0.10,174.81851,25.73689,55211.43306,0
1126057007137,17.68,0.10,174.81840,25.73697,55211.44058,0
1126057007137,17.73,0.10,174.81859,25.73683,55211.44806,0
1126057007137,17.76,0.10,174.81859,25.73704,55361.21765,0
1126057007137,17.66,0.10,174.81858,25.73703,55361.22676,0
1126057007137,17.76,0.10,174.81869,25.73693,55361.23134,0
1126057007137,17.81,0.10,174.81859,25.73680,55259.39071,0
1126057007137,17.70,0.10,174.81866,25.73686,55259.39647,0
1126057007137,17.70,0.10,174.81876,25.73697,55259.40231,0
1126057007137,17.72,0.10,174.81858,25.73697,55259.40807,0
1126057007137,17.85,0.10,174.81864,25.73684,55269.24643,0
1126057007137,17.87,0.11,174.81850,25.73693,55269.25265,0
1126057007137,17.77,0.10,174.81867,25.73687,55269.25898,0
1126057007137,17.85,0.10,174.81858,25.73686,55269.26528,0
1126057007137,17.81,0.10,174.81871,25.73702,55271.27810,0
1126057007137,17.74,0.10,174.81873,25.73691,55271.28550,0
1126057007137,17.76,0.10,174.81872,25.73698,55271.29300,0
1126057007137,17.86,0.10,174.81861,25.73696,55271.30043,0
1126057007137,17.81,0.11,174.81847,25.73699,55280.22022,0
1126057007137,17.65,0.10,174.81863,25.73693,55280.22691,0
1126057007137,17.82,0.11,174.81855,25.73697,55280.23372,0
1126057007137,17.73,0.10,174.81859,25.73689,55280.24044,0
1126057007137,17.72,0.10,174.81867,25.73684,55327.29356,0
1126057007137,17.78,0.10,174.81877,25.73704,55327.30073,0
1126057007137,17.76,0.10,174.81863,25.73701,55327.30841,0
1126057007137,17.84,0.11,174.81847,25.73693,55327.31593,0
1126057007137,17.86,0.11,174.81848,25.73695,55341.23747,0
1126057007137,17.83,0.10,174.81854,25.73696,55341.24324,0
1126057007137,17.85,0.11,174.81871,25.73692,55341.24899,0
1126057007137,17.82,0.11,174.81859,25.73687,55341.25594,0
1126057007137,17.84,0.11,174.81860,25.73691,55618.32194,0
1126057007137,17.88,0.11,174.81870,25.73687,55618.32945,0
1126057007137,17.92,0.11,174.81862,25.73694,55618.33694,0
1126057007137,17.72,0.10,174.81861,25.73696,55618.34433,0
1126057007137,17.67,0.12,174.81854,25.73704,55577.38617,0
1126057007137,17.78,0.12,174.81851,25.73707,55577.39355,0
1126057007137,17.76,0.12,174.81865,25.73687,55577.40075,0
1126057007137,17.80,0.12,174.81862,25.73702,55577.40809,0
1126057007137,18.08,0.13,174.81862,25.73668,55725.19483,0
1126057007137,17.72,0.12,174.81854,25.73695,55725.20084,0
1126057007137,17.73,0.12,174.81864,25.73701,55725.20688,0
1126057007137,17.84,0.12,174.81856,25.73672,55725.21298,0
1126057007137,17.85,0.09,174.81859,25.73701,55625.30636,0
1126057007137,17.73,0.09,174.81875,25.73697,55625.31549,0
1126057007137,17.78,0.09,174.81866,25.73698,55625.32465,0
1126057007137,17.77,0.09,174.81874,25.73696,55625.33382,0
1126057007137,17.81,0.11,174.81869,25.73693,55646.33320,0
1126057007137,17.81,0.11,174.81860,25.73691,55646.33949,0
1126057007137,17.72,0.10,174.81852,25.73706,55646.34583,0
1126057007137,17.76,0.10,174.81855,25.73691,55646.35219,0
1126057007137,17.89,0.11,174.81864,25.73689,55683.24310,0
1126057007137,17.95,0.11,174.81866,25.73688,55683.25165,0
1126057007137,17.91,0.11,174.81865,25.73688,55683.26034,0
1126057007137,17.88,0.11,174.81866,25.73693,55683.26903,0
1126057007137,18.06,0.11,174.81850,25.73679,55881.48937,0
1126057007137,17.94,0.11,174.81862,25.73685,55881.49445,0
1126057007137,17.72,0.10,174.81867,25.73689,55881.49958,0
1126057007137,17.78,0.10,174.81863,25.73683,55881.50486,0
1126057007137,17.89,0.11,174.81867,25.73692,55924.43841,0
1126057007137,17.78,0.10,174.81855,25.73697,55924.44608,0
1126057007137,17.86,0.11,174.81864,25.73688,55924.45372,0
1126057007137,17.80,0.10,174.81862,25.73686,55924.46143,0
1126057007137,17.74,0.10,174.81864,25.73697,55959.31473,0
1126057007137,17.83,0.10,174.81850,25.73695,55959.32141,0
1126057007137,17.75,0.10,174.81868,25.73687,55959.32803,0
1126057007137,17.96,0.11,174.81857,25.73698,55959.33475,0
1126057007137,17.79,0.10,174.81872,25.73695,55975.43881,0
1126057007137,17.87,0.11,174.81862,25.73696,55975.44614,0
1126057007137,17.80,0.10,174.81868,25.73699,55975.45356,0
1126057007137,17.77,0.10,174.81869,25.73701,55975.46092,0
1126057007137,17.87,0.11,174.81857,25.73697,55982.41306,0
1126057007137,17.85,0.11,174.81861,25.73688,55982.41755,0
1126057007137,17.91,0.11,174.81868,25.73689,55982.42205,0
1126057007137,17.82,0.10,174.81862,25.73689,55982.42661,0
1126057007137,17.82,0.10,174.81853,25.73697,55988.28421,0
1126057007137,17.84,0.11,174.81832,25.73687,55988.29118,0
1126057007137,17.80,0.10,174.81850,25.73692,55988.29808,0
1126057007137,17.77,0.10,174.81864,25.73692,55988.30498,0
1126057007137,17.73,0.10,174.81846,25.73687,56011.23358,0
1126057007137,17.65,0.10,174.81872,25.73693,56011.23928,0
1126057007137,17.78,0.10,174.81862,25.73691,56011.24486,0
1126057007137,17.76,0.10,174.81872,25.73695,56011.25051,0
1126057007137,17.58,0.10,174.81864,25.73708,56018.30767,0
1126057007137,17.83,0.10,174.81872,25.73695,56018.31615,0
1126057007137,17.80,0.10,174.81856,25.73694,56018.32478,0
1126057007137,17.87,0.11,174.81858,25.73699,56018.33340,0
1126057007137,17.88,0.11,174.81858,25.73691,56036.28553,0
1126057007137,17.74,0.11,174.81865,25.73687,56036.29001,0
1126057007137,17.83,0.11,174.81859,25.73687,56036.29459,0
1126057007137,17.82,0.11,174.81853,25.73693,56036.29914,0
1126057007137,17.59,0.10,174.81854,25.73681,56063.23654,0
1126057007137,17.74,0.10,174.81864,25.73684,56063.24328,0
1126057007137,17.83,0.10,174.81865,25.73682,56063.25004,0
1126057007137,17.84,0.10,174.81858,25.73671,56063.25676,0
1126057007137,17.78,0.10,174.81857,25.73674,56069.19388,0
1126057007137,17.78,0.10,174.81869,25.73680,56069.20063,0
1126057007137,17.70,0.10,174.81858,25.73692,56069.20748,0
1126057007137,17.68,0.10,174.81884,25.73686,56069.21431,0
1126057007137,17.82,0.09,174.81867,25.73693,56096.18911,0
1126057007137,17.67,0.09,174.81877,25.73686,56096.19653,0
1126057007137,17.64,0.09,174.81878,25.73702,56096.20392,0
1126057007137,17.80,0.09,174.81859,25.73675,56096.21146,0
1126057007137,17.76,0.10,174.81859,25.73699,56264.43989,0
1126057007137,17.61,0.10,174.81842,25.73697,56264.44505,0
1126057007137,17.65,0.10,174.81867,25.73696,56264.45059,0
1126057007137,17.67,0.10,174.81864,25.73704,56264.45572,0
1126057007137,17.66,0.10,174.81866,25.73694,56297.38086,0
1126057007137,17.62,0.10,174.81863,25.73685,56297.38880,0
1126057007137,17.69,0.10,174.81856,25.73687,56297.39673,0
1126057007137,17.67,0.10,174.81861,25.73698,56297.40475,0
1126057007137,17.62,0.10,174.81873,25.73698,56310.38013,0
1126057007137,17.74,0.11,174.81863,25.73685,56310.38632,0
1126057007137,17.64,0.10,174.81872,25.73698,56310.39254,0
1126057007137,17.72,0.11,174.81866,25.73694,56310.39879,0
1126057007137,17.78,0.09,174.81854,25.73698,56337.29719,0
1126057007137,17.70,0.09,174.81859,25.73695,56337.30741,0
1126057007137,17.69,0.09,174.81865,25.73693,56337.31766,0
1126057007137,17.70,0.09,174.81869,25.73692,56337.32798,0
1126057007137,17.66,0.09,174.81860,25.73689,56341.50939,0
1126057007137,17.66,0.09,174.81861,25.73691,56341.51573,0
1126057007137,17.70,0.09,174.81863,25.73688,56341.52208,0
1126057007137,17.66,0.09,174.81869,25.73695,56341.52854,0
1126057007137,17.70,0.10,174.81879,25.73697,56353.40184,0
1126057007137,17.62,0.10,174.81868,25.73697,56353.40751,0
1126057007137,17.71,0.10,174.81853,25.73698,56353.41321,0
1126057007137,17.54,0.10,174.81863,25.73680,56353.41882,0
1126057007137,17.64,0.10,174.81869,25.73694,56362.41975,0
1126057007137,17.56,0.10,174.81856,25.73715,56362.42664,0
1126057007137,17.70,0.10,174.81873,25.73698,56362.43358,0
1126057007137,17.63,0.10,174.81867,25.73695,56362.44050,0
1126057007137,17.60,0.10,174.81862,25.73690,56368.23499,0
1126057007137,17.68,0.10,174.81861,25.73694,56368.24518,0
1126057007137,17.65,0.10,174.81860,25.73688,56368.25553,0
1126057007137,17.62,0.10,174.81868,25.73697,56368.26590,0
1126057007137,17.87,0.11,174.81858,25.73671,55952.42472,0
1126057007137,17.92,0.11,174.81859,25.73686,55952.43335,0
1126057007137,17.75,0.10,174.81885,25.73698,55952.44186,0
1126057007137,17.81,0.10,174.81854,25.73690,55952.45040,0
1126057007137,17.61,0.10,174.81859,25.73688,56386.24924,0
1126057007137,17.54,0.10,174.81866,25.73697,56386.25429,0
1126057007137,17.59,0.10,174.81862,25.73702,56386.25933,0
1126057007137,17.52,0.10,174.81869,25.73689,56386.26437,0
1126057007137,17.50,0.10,174.81865,25.73690,56395.16782,0
1126057007137,17.54,0.10,174.81858,25.73690,56395.17453,0
1126057007137,17.61,0.10,174.81868,25.73701,56395.18132,0
1126057007137,17.45,0.10,174.81860,25.73686,56395.18802,0
1126057007137,17.50,0.10,174.81871,25.73689,56414.22824,0
1126057007137,17.49,0.10,174.81866,25.73689,56414.23538,0
1126057007137,17.59,0.10,174.81863,25.73702,56414.24252,0
1126057007137,17.57,0.10,174.81859,25.73701,56414.24966,0
1126057007137,17.55,0.10,174.81872,25.73696,56443.20922,0
1126057007137,17.56,0.10,174.81860,25.73689,56443.21531,0
1126057007137,17.65,0.10,174.81864,25.73695,56443.22146,0
1126057007137,17.59,0.10,174.81863,25.73694,56443.22767,0
1126057007137,17.51,0.10,174.81861,25.73707,56463.16390,0
1126057007137,17.50,0.10,174.81871,25.73685,56463.16894,0
1126057007137,17.65,0.10,174.81861,25.73692,56463.17401,0
1126057007137,17.50,0.10,174.81872,25.73693,56463.17908,0
